Pincode,AreaCode,ProcessCode,HubZoneName,HubCity,HubState,COD,PrePaid,HasReversePickUpService,xpressbee,delhivery,shadowfax,dtdc,disableclientidsno
522294,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522295,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522297,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522298,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522299,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522301,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522304,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522305,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522307,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522308,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522312,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522332,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
516173,,,South-1,DUVVUR,ANDHRA PRADESH,Y,Y,Y,,,,,
516175,,,South-1,DUVVUR,ANDHRA PRADESH,Y,Y,N,,,,,
516359,,,South-1,DUVVUR,ANDHRA PRADESH,Y,Y,Y,,,,,
100436,,,South-1,Eluru,ANDHRA PRADESH,Y,N,N,,,,,
101295,,,South-1,Eluru,ANDHRA PRADESH,Y,N,N,,,,,
521105,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534000,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534002,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534003,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534005,,,South-1,Eluru,ANDHRA PRADESH,Y,N,Y,,,,,
534006,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534007,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534015,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534432,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,N,,,,,
534437,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534442,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534450,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,Y,,,,,
534475,,,South-1,Eluru,ANDHRA PRADESH,Y,Y,N,,,,,
531221,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N,,,,,
531242,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
531270,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
531273,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532525,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532580,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535260,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535270,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535273,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535580,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535581,,,South-1,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
530005,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530011,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530012,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530014,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530015,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530026,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530031,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530032,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530044,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530046,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
530049,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
531019,,,South-1,GAJUWAKA,ANDHRA PRADESH,Y,Y,Y,,,,,
516267,,,South-1,GALIVEEDU,ANDHRA PRADESH,Y,Y,Y,,,,,
517297,,,South-1,GALIVEEDU,ANDHRA PRADESH,Y,Y,Y,,,,,
521401,,,South-1,Gampalagudem,Andhra Pradesh,Y,Y,Y,,,,,
534195,,,South-1,Ganapavaram,Andhra Pradesh,Y,Y,Y,,,,,
521101,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521109,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521112,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521265,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521286,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521311,,,South-1,Gannavaram,Andhra Pradesh,Y,Y,Y,,,,,
521372,,,South-1,GANNAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533290,,,South-1,Gokavaram,Andhra Pradesh,Y,Y,Y,,,,,
533447,,,South-1,Gollaprolu,Andhra Pradesh,Y,Y,Y,,,,,
533449,,,South-1,Gollaprolu,Andhra Pradesh,Y,Y,Y,,,,,
515401,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515402,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515455,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515457,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515458,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515814,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
518017,,,South-1,GOOTY,ANDHRA PRADESH,Y,Y,Y,,,,,
515231,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515232,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515233,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515241,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515566,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515601,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
515866,,,South-1,GORANTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
523335,,,South-1,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
523336,,,South-1,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
523368,,,South-1,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
523372,,,South-1,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521124,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521148,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521263,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521301,,,South-1,GUDIVADA,ANDHRA PRADESH,Y,Y,Y,,,,,
521322,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521323,,,South-1,GUDIVADA,ANDHRA PRADESH,Y,Y,Y,,,,,
521327,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521330,,,South-1,Gudivada,Andhra Pradesh,Y,Y,Y,,,,,
521356,,,South-1,GUDIVADA,ANDHRA PRADESH,Y,Y,Y,,,,,
521424,,,South-1,GUDIVADA,ANDHRA PRADESH,Y,Y,Y,,,,,
521429,,,South-1,GUDIVADA,ANDHRA PRADESH,Y,Y,Y,,,,,
524101,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524102,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524402,,,South-1,Gudur,Andhra Pradesh,Y,Y,Y,,,,,
524405,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524406,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524407,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524410,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
524412,,,South-1,Gudur,Andhra Pradesh,N,N,Y,,,,,
524431,,,South-1,GUDUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515456,,,South-1,Guntakal,Andhra Pradesh,Y,Y,Y,,,,,
515801,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
515803,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
515835,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
515842,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
515843,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
515844,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
518385,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
518396,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
101352,,,South-1,GUNTAKAL,ANDHRA PRADESH,Y,N,Y,,,,,
522001,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522002,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522003,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522004,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522006,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522007,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522008,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522010,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522013,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522014,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522015,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522017,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522019,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522022,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522024,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522034,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522035,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522036,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522050,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522509,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522515,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
522235,,,South-1,Guntur,Andhra Pradesh,Y,Y,Y,,,,,
521106,,,South-1,Hanuman Junction,Andhra Pradesh,Y,Y,Y,,,,,
521110,,,South-1,Hanuman Junction,Andhra Pradesh,Y,Y,Y,,,,,
515201,,,South-1,HINDUPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515202,,,South-1,HINDUPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515331,,,South-1,Hindupur,Andhra Pradesh,Y,Y,Y,,,,,
515332,,,South-1,HINDUPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
531077,,,South-1,Hukumpetta,Andhra Pradesh,Y,Y,Y,,,,,
532284,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532290,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532291,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532293,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532294,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
532323,,,South-1,ICHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
509127,,,South-1,IEEJA,ANDHRA PRADESH,Y,Y,Y,,,,,
509135,,,South-1,IEEJA,ANDHRA PRADESH,Y,Y,Y,,,,,
509136,,,South-1,IEEJA,ANDHRA PRADESH,Y,Y,Y,,,,,
523167,,,South-1,INKOLLU,ANDHRA PRADESH,y,Y,Y,,,,,
523214,,,South-1,INKOLLU,ANDHRA PRADESH,Y,Y,Y,,,,,
521175,,,South-1,Jaggayyapeta,ANDHRA PRADESH,Y,Y,Y,,,,,
521178,,,South-1,Jaggayyapeta,ANDHRA PRADESH,Y,Y,Y,,,,,
521457,,,South-1,Jaggayyapeta,ANDHRA PRADESH,Y,Y,Y,,,,,
516411,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,y,Y,Y,,,,,
516412,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516413,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516431,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516432,,,South-1,Jammalamadugu,Andhra Pradesh,Y,Y,Y,,,,,
516433,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516434,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516438,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516439,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516440,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
516441,,,South-1,JAMMALAMADUGU,ANDHRA PRADESH,Y,Y,Y,,,,,
534312,,,South-1,JANGAREDDY GUDEM,ANDHRA PRADESH,Y,Y,Y,,,,,
534447,,,South-1,JANGAREDDY GUDEM,ANDHRA PRADESH,Y,Y,Y,,,,,
534448,,,South-1,JANGAREDDY GUDEM,ANDHRA PRADESH,Y,Y,Y,,,,,
534449,,,South-1,JANGAREDDY GUDEM,ANDHRA PRADESH,Y,Y,Y,,,,,
534452,,,South-1,JANGAREDDY GUDEM,ANDHRA PRADESH,Y,Y,Y,,,,,
534311,,,South-1,Jangareddygudem,Andhra Pradesh,Y,Y,Y,,,,,
534318,,,South-1,Jangareddygudem,Andhra Pradesh,Y,Y,Y,,,,,
534451,,,South-1,Jangareddygudem,Andhra Pradesh,Y,Y,Y,,,,,
515511,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515521,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515541,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515551,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515571,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515581,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
515591,,,South-1,KADIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
521333,,,South-1,KAIKALUR,ANDHRA PRADESH,Y,Y,Y,,,,,
521345,,,South-1,KAIKALUR,ANDHRA PRADESH,Y,Y,Y,,,,,
521117,,,South-1,Kaikaluru,Andhra Pradesh,Y,Y,Y,,,,,
521340,,,South-1,Kaikaluru,Andhra Pradesh,Y,Y,Y,,,,,
521343,,,South-1,Kaikaluru,Andhra Pradesh,Y,Y,Y,,,,,
521344,,,South-1,Kaikaluru,Andhra Pradesh,Y,Y,Y,,,,,
533001,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533002,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533003,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533004,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533005,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533006,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533007,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533014,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533016,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533260,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533448,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
533462,,,South-1,kakinada,ANDHRA PRADESH,Y,Y,Y,,,,,
515761,,,South-1,Kalyanadurgam,ANDHRA PRADESH,Y,Y,Y,,,,,
515767,,,South-1,Kalyanadurgam,ANDHRA PRADESH,Y,Y,Y,,,,,
515787,,,South-1,Kalyanadurgam,ANDHRA PRADESH,Y,Y,Y,,,,,
515762,,,South-1,Kalyandurg,Andhra Pradesh,Y,Y,Y,,,,,
515763,,,South-1,Kalyandurg,Andhra Pradesh,Y,Y,Y,,,,,
515765,,,South-1,Kalyandurg,Andhra Pradesh,Y,Y,Y,,,,,
516289,,,South-1,KAMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
516290,,,South-1,KAMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
516291,,,South-1,KAMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
516364,,,South-1,KAMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521170,,,South-1,KANCHIKACHERLA,ANDHRA PRADESH,N,N,Y,,,,,
521180,,,South-1,KANCHIKACHERLA,ANDHRA PRADESH,Y,Y,Y,,,,,
101280,,,South-1,Kandukur,ANDHRA PRADESH,Y,N,Y,,,,,
523104,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523109,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523113,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523115,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523116,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523271,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523274,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523279,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523281,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
523292,,,South-1,Kandukur,Andhra Pradesh,Y,Y,Y,,,,,
515741,,,South-1,KANEKAL,ANDHRA PRADESH,Y,Y,Y,,,,,
523111,,,South-1,KANIGIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
523117,,,South-1,Kanigiri,Andhra Pradesh,Y,Y,Y,,,,,
523121,,,South-1,Kanigiri,Andhra Pradesh,Y,Y,Y,,,,,
523223,,,South-1,Kanigiri,Andhra Pradesh,Y,Y,Y,,,,,
523224,,,South-1,KANIGIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
523227,,,South-1,KANIGIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
523230,,,South-1,KANIGIRI,ANDHRA PRADESH,Y,Y,Y,,,,,
523254,,,South-1,Kanigiri,Andhra Pradesh,Y,Y,Y,,,,,
517129,,,South-1,KANIPAKAM,ANDHRA PRADESH,N,N,Y,,,,,
517131,,,South-1,KANIPAKAM,ANDHRA PRADESH,Y,Y,Y,,,,,
521113,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521114,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521116,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521128,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521151,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521153,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521155,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521177,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521231,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521245,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521260,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
521370,,,South-1,KANKIPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
533406,,,South-1,KATHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
533408,,,South-1,KATHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
533444,,,South-1,KATHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
533446,,,South-1,KATHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
523291,,,South-1,Kavali,Andhra Pradesh,Y,Y,Y,,,,,
524142,,,South-1,KAVALI,ANDHRA PRADESH,Y,Y,Y,,,,,
524201,,,South-1,KAVALI,ANDHRA PRADESH,Y,Y,Y,,,,,
524202,,,South-1,KAVALI,ANDHRA PRADESH,Y,Y,Y,,,,,
524203,,,South-1,KAVALI,ANDHRA PRADESH,Y,Y,Y,,,,,
524223,,,South-1,KAVALI,ANDHRA PRADESH,Y,Y,Y,,,,,
532312,,,South-1,KAVITI AP,ANDHRA PRADESH,Y,Y,Y,,,,,
532322,,,South-1,KAVITI AP,ANDHRA PRADESH,Y,Y,Y,,,,,
518462,,,South-1,KODUMURU,ANDHRA PRADESH,Y,Y,Y,,,,,
518464,,,South-1,KODUMURU,ANDHRA PRADESH,Y,Y,Y,,,,,
518466,,,South-1,KODUMURU,ANDHRA PRADESH,Y,Y,Y,,,,,
518134,,,South-1,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
518135,,,South-1,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
518165,,,South-1,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
518166,,,South-1,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522261,,,South-1,KOLLURU,ANDHRA PRADESH,Y,Y,Y,,,,,
522313,,,South-1,KOLLURU,ANDHRA PRADESH,Y,Y,Y,,,,,
522324,,,South-1,KOLLURU,ANDHRA PRADESH,Y,Y,Y,,,,,
523345,,,South-1,KOMAROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
523356,,,South-1,KOMAROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
523357,,,South-1,KOMAROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
523369,,,South-1,KOMAROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
523373,,,South-1,KOMAROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
523270,,,South-1,Kondapi,Andhra Pradesh,y,Y,Y,,,,,
524127,,,South-1,KOTA AP,ANDHRA PRADESH,Y,Y,Y,,,,,
524411,,,South-1,KOTA AP,ANDHRA PRADESH,Y,Y,Y,,,,,
524413,,,South-1,KOTA AP,ANDHRA PRADESH,Y,Y,Y,,,,,
524415,,,South-1,KOTA AP,ANDHRA PRADESH,Y,Y,Y,,,,,
533285,,,South-1,KOTHAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
533286,,,South-1,KOTHAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
533289,,,South-1,KOTHAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
531219,,,South-1,KOTHAVALASA,ANDHRA PRADESH,Y,Y,Y,,,,,
531240,,,South-1,KOTHAVALASA,ANDHRA PRADESH,Y,Y,Y,,,,,
532612,,,South-1,KOTHAVALASA,ANDHRA PRADESH,Y,Y,N,,,,,
535183,,,South-1,KOTHAVALASA,ANDHRA PRADESH,Y,Y,Y,,,,,
535240,,,South-1,KOTHAVALASA,ANDHRA PRADESH,Y,Y,Y,,,,,
532455,,,South-1,KOTTURU,ANDHRA PRADESH,Y,Y,Y,,,,,
532456,,,South-1,KOTTURU,ANDHRA PRADESH,Y,Y,Y,,,,,
532457,,,South-1,KOTTURU,ANDHRA PRADESH,Y,Y,Y,,,,,
532459,,,South-1,KOTTURU,ANDHRA PRADESH,Y,Y,Y,,,,,
534343,,,South-1,Kovvur,Andhra Pradesh,Y,Y,Y,,,,,
534351,,,South-1,Kovvur,Andhra Pradesh,Y,Y,Y,,,,,
535202,,,South-1,Kovvur,Andhra Pradesh,Y,Y,Y,,,,,
531084,,,South-1,KOYYURU,ANDHRA PRADESH,Y,Y,Y,,,,,
531087,,,South-1,KOYYURU,ANDHRA PRADESH,Y,Y,Y,,,,,
533436,,,South-1,KOYYURU,ANDHRA PRADESH,Y,Y,Y,,,,,
521326,,,South-1,Krishna,ANDHRA PRADESH,Y,Y,Y,,,,,
522409,,,South-1,KROSUR,ANDHRA PRADESH,Y,Y,Y,,,,,
522410,,,South-1,KROSUR,ANDHRA PRADESH,Y,Y,Y,,,,,
522411,,,South-1,KROSUR,ANDHRA PRADESH,N,N,Y,,,,,
522412,,,South-1,KROSUR,ANDHRA PRADESH,Y,Y,Y,,,,,
521133,,,South-1,KUCHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
521135,,,South-1,KUCHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
521136,,,South-1,KUCHIPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
517423,,,South-1,Kuppam,Andhra Pradesh,Y,Y,Y,,,,,
517426,,,South-1,Kuppam,Andhra Pradesh,Y,Y,Y,,,,,
100751,,,South-1,kurnool,ANDHRA PRADESH,Y,N,Y,,,,,
518001,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518002,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518003,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518004,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518005,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518006,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518007,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518015,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518019,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518020,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518022,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518023,,,South-1,kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518218,,,South-1,Kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518452,,,South-1,Kurnool,ANDHRA PRADESH,Y,Y,Y,,,,,
518674,,,South-1,KURNOOL,ANDHRA PRADESH,Y,Y,Y,,,,,
533244,,,South-1,LAKKAVARM,ANDHRA PRADESH,Y,Y,Y,,,,,
533248,,,South-1,LAKKAVARM,ANDHRA PRADESH,Y,Y,Y,,,,,
533250,,,South-1,LAKKAVARM,ANDHRA PRADESH,Y,Y,Y,,,,,
533252,,,South-1,LAKKAVARM,ANDHRA PRADESH,Y,Y,Y,,,,,
533254,,,South-1,LAKKAVARM,ANDHRA PRADESH,Y,Y,Y,,,,,
